,symbol,date,expiry,put_option_type,strike,put_open,put_high,put_low,put_close,put_ltp,put_settle_price,put_no_of_contracts,put_turnover_in_lacs_option,put_premium_turnover_in_lacs,put_open_interest,put_change_in_oi,call_option_type,call_open,call_high,call_low,call_close,call_ltp,call_settle_price,call_no_of_contracts,call_turnover_in_lacs_option,call_premium_turnover_in_lacs,call_open_interest,call_change_in_oi,forward_open,forward_close,open_ul,high_ul,low_ul,close_ul,moneyness_open,moneyness_close,f_minus_k,otm_option_type,open_option,high_option,low_option,close_option,ltp_option,settle_price_option,days_to_expiry,rf_rate,implied_volatility,d1,d2,delta,gamma,theta,vega,rho,vanna,charm,volga
338971,NIFTY,2023-01-05,2023-01-05,PE,16000,0.35,0.5,0.05,0.1,0.05,0.1,83165,9.15,9.15,12782.0,-13557.0,CE,2040.0,2040.0,1915.0,1915.0,1915.0,1915.0,40,39.55,39.55,12.0,-28.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,0.121977,0.117308,1991.4500000000007,PE,0.35,0.5,0.05,0.1,0.05,0.1,0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338972,NIFTY,2023-01-05,2023-01-05,PE,16200,0.3,0.45,0.05,0.1,0.05,0.1,16225,2.51,2.51,1805.0,-12182.0,CE,1743.95,1743.95,1743.95,1743.95,1743.95,1743.95,2,1.74,1.74,5.0,-2.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,0.109554,0.104885,1791.4500000000007,PE,0.3,0.45,0.05,0.1,0.05,0.1,0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338973,NIFTY,2023-01-05,2023-01-05,PE,16500,0.55,0.55,0.05,0.05,0.05,0.05,87702,11.4,11.4,16407.0,-20555.0,CE,1583.55,1583.55,1405.0,1444.5,1444.5,1444.5,69,51.64,51.64,45.0,-21.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,0.091205,0.086536,1491.4500000000007,PE,0.55,0.55,0.05,0.05,0.05,0.05,0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338974,NIFTY,2023-01-05,2023-01-05,PE,16900,0.45,0.6,0.05,0.1,0.05,0.1,59956,8.99,8.99,4545.0,-3569.0,CE,1090.0,1100.0,1020.0,1100.0,1100.0,1100.0,21,10.94,10.94,21.0,-1.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,0.067252,0.062583,1091.4500000000007,PE,0.45,0.6,0.05,0.1,0.05,0.1,0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338975,NIFTY,2023-01-05,2023-01-05,PE,17000,0.4,0.6,0.05,0.1,0.05,0.1,207650,34.26,34.26,22486.0,-21980.0,CE,1065.0,1119.65,899.4,986.8,994.15,986.8,2263,1150.98,1150.98,1282.0,-946.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,0.061352,0.056683,991.4500000000008,PE,0.4,0.6,0.05,0.1,0.05,0.1,0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338976,NIFTY,2023-01-05,2023-01-05,PE,17100,0.5,0.65,0.05,0.1,0.05,0.1,73945,12.94,12.94,4587.0,-4166.0,CE,1002.8,1002.8,832.15,896.95,903.45,896.95,53,23.79,23.79,63.0,-7.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,0.055487,0.050818,891.4500000000007,PE,0.5,0.65,0.05,0.1,0.05,0.1,0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338977,NIFTY,2023-01-05,2023-01-05,PE,17150,0.55,0.75,0.05,0.05,0.05,0.05,28544,5.28,5.28,2415.0,44.0,CE,829.45,850.9,785.15,838.3,850.9,838.3,24,9.92,9.92,12.0,12.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,0.052568,0.047898,841.4500000000007,PE,0.55,0.75,0.05,0.05,0.05,0.05,0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338978,NIFTY,2023-01-05,2023-01-05,PE,17200,0.5,0.7,0.05,0.1,0.05,0.1,84745,15.25,15.25,9844.0,-4590.0,CE,890.0,890.0,713.0,753.0,753.0,753.0,38,14.99,14.99,30.0,-1.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,0.049656,0.044987,791.4500000000007,PE,0.5,0.7,0.05,0.1,0.05,0.1,0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338979,NIFTY,2023-01-05,2023-01-05,PE,17300,0.6,0.65,0.05,0.05,0.05,0.05,118918,22.59,22.59,22357.0,-7915.0,CE,766.0,795.0,597.25,691.95,693.05,691.95,39,13.62,13.62,75.0,-5.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,0.043859,0.03919,691.4500000000007,PE,0.6,0.65,0.05,0.05,0.05,0.05,0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338980,NIFTY,2023-01-05,2023-01-05,PE,17350,0.6,0.8,0.05,0.1,0.1,0.1,63974,14.71,14.71,2948.0,-2235.0,CE,600.0,647.75,578.1,637.75,643.35,637.75,44,13.73,13.73,22.0,12.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,0.040973,0.036304,641.4500000000007,PE,0.6,0.8,0.05,0.1,0.1,0.1,0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338981,NIFTY,2023-01-05,2023-01-05,PE,17400,0.9,0.9,0.05,0.1,0.05,0.1,152191,31.96,31.96,23287.0,-10116.0,CE,670.0,670.8,502.0,586.35,592.6,586.35,375,109.03,109.03,205.0,-55.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,0.038096,0.033426,591.4500000000007,PE,0.9,0.9,0.05,0.1,0.05,0.1,0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338982,NIFTY,2023-01-05,2023-01-05,PE,17450,0.9,0.9,0.05,0.1,0.05,0.1,68524,17.13,17.13,7211.0,867.0,CE,664.35,664.35,455.35,536.35,544.75,536.35,132,35.18,35.18,62.0,38.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,0.035226,0.030557,541.4500000000007,PE,0.9,0.9,0.05,0.1,0.05,0.1,0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338983,NIFTY,2023-01-05,2023-01-05,PE,17500,0.85,0.85,0.05,0.1,0.05,0.1,599715,158.92,158.92,65693.0,-14311.0,CE,588.0,627.5,398.35,488.15,491.05,488.15,6262,1515.94,1515.94,634.0,-975.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,0.032365,0.027696,491.4500000000007,PE,0.85,0.85,0.05,0.1,0.05,0.1,0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338984,NIFTY,2023-01-05,2023-01-05,PE,17550,0.7,0.95,0.05,0.1,0.05,0.1,154435,42.47,42.47,9737.0,-746.0,CE,511.5,547.65,348.75,436.95,441.15,436.95,1010,216.24,216.24,179.0,93.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,0.029512,0.024843,441.4500000000007,PE,0.7,0.95,0.05,0.1,0.05,0.1,0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338985,NIFTY,2023-01-05,2023-01-05,PE,17600,0.9,1.25,0.05,0.15,0.05,0.15,771222,246.79,246.79,76150.0,4439.0,CE,478.95,528.25,296.25,387.55,392.5,387.55,8549,1567.76,1567.76,278.0,-136.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,0.026667,0.021998,391.4500000000007,PE,0.9,1.25,0.05,0.15,0.05,0.15,0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338986,NIFTY,2023-01-05,2023-01-05,PE,17650,0.8,1.25,0.05,0.15,0.05,0.15,401425,132.47,132.47,16443.0,-1281.0,CE,407.25,474.7,246.7,338.05,341.25,338.05,6917,1061.59,1061.59,305.0,45.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,0.02383,0.019161,341.4500000000007,PE,0.8,1.25,0.05,0.15,0.05,0.15,0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338987,NIFTY,2023-01-05,2023-01-05,PE,17700,0.7,1.7,0.05,0.2,0.05,0.2,1866525,774.61,774.61,141951.0,38233.0,CE,381.75,427.85,197.0,287.95,292.25,287.95,44202,5817.2,5817.2,1198.0,-310.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,0.021001,0.016332,291.4500000000007,PE,0.7,1.7,0.05,0.2,0.05,0.2,0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338988,NIFTY,2023-01-05,2023-01-05,PE,17750,1.25,3.3,0.05,0.15,0.05,0.15,1853567,1260.43,1260.43,39965.0,-15508.0,CE,312.95,380.0,149.0,238.3,241.8,238.3,48167,5090.77,5090.77,1051.0,565.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,0.01818,0.013511,241.4500000000008,PE,1.25,3.3,0.05,0.15,0.05,0.15,0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338989,NIFTY,2023-01-05,2023-01-05,PE,17800,2.5,8.0,0.05,0.2,0.05,0.2,5477555,7202.98,7202.98,110705.0,-5287.0,CE,284.3,330.0,101.9,188.3,191.6,188.3,455529,35346.77,35346.77,5275.0,2624.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,0.015367,0.010698,191.4500000000008,PE,2.5,8.0,0.05,0.2,0.05,0.2,0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338990,NIFTY,2023-01-05,2023-01-05,PE,17850,3.0,17.85,0.05,0.3,0.05,0.3,7008995,18854.2,18854.2,61338.0,-580.0,CE,235.35,281.85,59.75,138.3,141.55,138.3,502348,26626.96,26626.96,4031.0,2815.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,0.012562,0.007893,141.45000000000073,PE,3.0,17.85,0.05,0.3,0.05,0.3,0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338991,NIFTY,2023-01-05,2023-01-05,PE,17900,8.8,38.35,0.05,0.6,0.05,0.6,14171479,84391.16,84391.16,114028.0,-3447.0,CE,199.8,233.1,27.0,88.8,91.65,88.8,4045848,127889.26,127889.26,27489.0,21609.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,0.009765,0.005096,91.45000000000071,PE,8.8,38.35,0.05,0.6,0.05,0.6,0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338992,NIFTY,2023-01-05,2023-01-05,PE,17950,10.0,70.5,0.05,1.95,0.05,1.95,10892190,112679.71,112679.71,87287.0,19501.0,CE,151.95,185.6,9.2,40.05,42.1,40.05,7029631,114829.02,114829.02,43223.0,39512.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,0.006976,0.002307,41.45000000000073,PE,10.0,70.5,0.05,1.95,0.05,1.95,0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338993,NIFTY,2023-01-05,2023-01-05,PE,18000,18.95,112.6,3.25,12.15,7.95,12.15,12683926,225456.78,225456.78,88453.0,-64031.0,CE,102.1,141.3,0.05,3.6,0.05,3.6,15476159,141452.09,141452.09,193834.0,140206.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,0.004194,-0.000475,-8.549999999999272,CE,102.1,141.3,0.05,3.6,0.05,3.6,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338994,NIFTY,2023-01-05,2023-01-05,PE,18050,40.05,159.4,20.45,60.35,57.75,60.35,4424383,129059.25,129059.25,13786.0,-34076.0,CE,65.0,99.9,0.05,0.5,0.05,0.5,7938522,80615.69,80615.69,100873.0,52333.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,0.00142,-0.003249,-58.54999999999927,CE,65.0,99.9,0.05,0.5,0.05,0.5,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338995,NIFTY,2023-01-05,2023-01-05,PE,18100,68.65,207.9,35.6,110.4,107.95,110.4,3845633,171842.11,171842.11,27761.0,-59685.0,CE,44.3,65.0,0.05,0.3,0.05,0.3,9678356,83959.74,83959.74,133594.0,-77109.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,-0.001346,-0.006015,-108.54999999999929,CE,44.3,65.0,0.05,0.3,0.05,0.3,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338996,NIFTY,2023-01-05,2023-01-05,PE,18150,102.0,256.8,59.4,160.75,157.45,160.75,862658,52341.77,52341.77,9771.0,-16146.0,CE,28.0,38.75,0.05,0.25,0.05,0.25,5184578,29474.33,29474.33,82274.0,-44870.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,-0.004105,-0.008774,-158.54999999999927,CE,28.0,38.75,0.05,0.25,0.05,0.25,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338997,NIFTY,2023-01-05,2023-01-05,PE,18200,142.0,306.55,92.2,210.1,207.95,210.1,928544,79864.07,79864.07,16168.0,-41587.0,CE,16.65,21.45,0.05,0.2,0.05,0.2,6358050,20822.61,20822.61,155175.0,-153411.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,-0.006856,-0.011525,-208.54999999999927,CE,16.65,21.45,0.05,0.2,0.05,0.2,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338998,NIFTY,2023-01-05,2023-01-05,PE,18250,167.4,356.4,132.0,260.85,258.25,260.85,139931,15041.18,15041.18,4122.0,-7243.0,CE,9.0,11.0,0.05,0.15,0.05,0.15,3466706,6950.75,6950.75,86765.0,-80950.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,-0.009599,-0.014268,-258.5499999999993,CE,9.0,11.0,0.05,0.15,0.05,0.15,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338999,NIFTY,2023-01-05,2023-01-05,PE,18300,217.0,406.55,176.6,310.3,307.5,310.3,144593,19384.86,19384.86,5370.0,-7238.0,CE,4.1,5.6,0.05,0.15,0.05,0.15,3288810,3995.9,3995.9,132441.0,-123091.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,-0.012335,-0.017004,-308.5499999999993,CE,4.1,5.6,0.05,0.15,0.05,0.15,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339000,NIFTY,2023-01-05,2023-01-05,PE,18350,272.75,455.25,224.15,361.35,358.05,361.35,20133,3376.3,3376.3,5006.0,-3457.0,CE,2.9,2.95,0.05,0.15,0.05,0.15,1527885,1382.74,1382.74,74797.0,-61315.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,-0.015064,-0.019733,-358.5499999999993,CE,2.9,2.95,0.05,0.15,0.05,0.15,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339001,NIFTY,2023-01-05,2023-01-05,PE,18400,322.0,504.6,274.3,411.75,408.5,411.75,27615,5310.23,5310.23,2416.0,-3444.0,CE,2.4,2.55,0.05,0.15,0.05,0.15,1727422,1286.93,1286.93,94286.0,-84170.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,-0.017785,-0.022454,-408.5499999999993,CE,2.4,2.55,0.05,0.15,0.05,0.15,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339002,NIFTY,2023-01-05,2023-01-05,PE,18450,391.4,552.55,324.15,462.0,458.0,462.0,7169,1593.96,1593.96,1579.0,-770.0,CE,2.0,2.45,0.05,0.15,0.05,0.15,624600,434.1,434.1,28436.0,-44442.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,-0.020499,-0.025168,-458.5499999999993,CE,2.0,2.45,0.05,0.15,0.05,0.15,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339003,NIFTY,2023-01-05,2023-01-05,PE,18500,424.35,605.55,373.65,511.7,508.45,511.7,17703,4339.98,4339.98,3915.0,-887.0,CE,1.25,2.3,0.05,0.1,0.05,0.1,1846430,1089.39,1089.39,171698.0,-31647.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,-0.023205,-0.027874,-508.5499999999993,CE,1.25,2.3,0.05,0.1,0.05,0.1,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339004,NIFTY,2023-01-05,2023-01-05,PE,18550,493.1,639.25,423.8,561.15,558.5,561.15,902,235.35,235.35,388.0,-16.0,CE,1.8,2.1,0.05,0.1,0.05,0.1,427079,239.16,239.16,37141.0,-37953.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,-0.025904,-0.030573,-558.5499999999993,CE,1.8,2.1,0.05,0.1,0.05,0.1,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339005,NIFTY,2023-01-05,2023-01-05,PE,18600,543.05,701.6,473.9,612.15,608.8,612.15,2806,835.54,835.54,787.0,-861.0,CE,1.3,2.05,0.05,0.1,0.05,0.1,907054,485.27,485.27,90342.0,-34006.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,-0.028596,-0.033265,-608.5499999999993,CE,1.3,2.05,0.05,0.1,0.05,0.1,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339006,NIFTY,2023-01-05,2023-01-05,PE,18650,587.55,711.35,533.6,654.8,652.75,654.8,232,73.12,73.12,304.0,-71.0,CE,1.5,1.95,0.05,0.1,0.05,0.1,218027,101.38,101.38,28168.0,-14858.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,-0.03128,-0.03595,-658.5499999999993,CE,1.5,1.95,0.05,0.1,0.05,0.1,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339007,NIFTY,2023-01-05,2023-01-05,PE,18700,634.5,802.9,574.15,713.0,708.9,713.0,1461,501.63,501.63,525.0,-592.0,CE,1.4,1.9,0.05,0.1,0.05,0.1,488748,232.16,232.16,70514.0,-16518.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,-0.033958,-0.038627,-708.5499999999993,CE,1.4,1.9,0.05,0.1,0.05,0.1,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339008,NIFTY,2023-01-05,2023-01-05,PE,18750,719.45,848.8,675.0,767.95,769.7,767.95,98,36.66,36.66,89.0,-23.0,CE,1.45,1.85,0.05,0.1,0.05,0.1,132370,60.89,60.89,6750.0,-16400.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,-0.036628,-0.041297,-758.5499999999993,CE,1.45,1.85,0.05,0.1,0.05,0.1,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339009,NIFTY,2023-01-05,2023-01-05,PE,18800,728.6,900.2,682.95,812.8,806.8,812.8,1083,441.96,441.96,229.0,-595.0,CE,0.85,1.7,0.05,0.05,0.05,0.05,530309,222.73,222.73,49603.0,-26353.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,-0.039291,-0.04396,-808.5499999999993,CE,0.85,1.7,0.05,0.05,0.05,0.05,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339010,NIFTY,2023-01-05,2023-01-05,PE,18850,806.15,944.4,758.4,869.15,873.25,869.15,75,31.75,31.75,56.0,-8.0,CE,0.95,1.6,0.05,0.1,0.05,0.1,65970,26.06,26.06,4780.0,-3368.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,-0.041947,-0.046616,-858.5499999999993,CE,0.95,1.6,0.05,0.1,0.05,0.1,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339011,NIFTY,2023-01-05,2023-01-05,PE,18900,856.0,983.6,800.0,911.8,910.0,911.8,80,36.63,36.63,45.0,-32.0,CE,1.3,1.6,0.05,0.1,0.05,0.1,230115,86.29,86.29,28088.0,2871.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,-0.044596,-0.049265,-908.5499999999992,CE,1.3,1.6,0.05,0.1,0.05,0.1,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339012,NIFTY,2023-01-05,2023-01-05,PE,18950,1030.25,1030.25,961.0,964.05,961.1,964.05,11,5.34,5.34,17.0,-1.0,CE,0.95,1.55,0.05,0.1,0.05,0.1,46014,17.95,17.95,2943.0,-2392.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,-0.047238,-0.051907,-958.5499999999992,CE,0.95,1.55,0.05,0.1,0.05,0.1,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339013,NIFTY,2023-01-05,2023-01-05,PE,19000,940.0,1099.0,873.05,1015.75,1011.0,1015.75,1550,791.41,791.41,220.0,-838.0,CE,0.95,1.45,0.05,0.1,0.05,0.1,655479,229.42,229.42,73043.0,-22983.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,-0.049873,-0.054542,-1008.5499999999992,CE,0.95,1.45,0.05,0.1,0.05,0.1,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339014,NIFTY,2023-01-05,2023-01-05,PE,19050,1100.0,1148.65,1052.9,1061.35,1060.0,1061.35,19,10.17,10.17,43.0,-6.0,CE,0.95,1.45,0.05,0.1,0.05,0.1,26808,10.86,10.86,1005.0,-246.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,-0.052501,-0.05717,-1058.5499999999993,CE,0.95,1.45,0.05,0.1,0.05,0.1,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339015,NIFTY,2023-01-05,2023-01-05,PE,19100,983.05,1160.0,983.05,1160.0,1160.0,1160.0,3,1.62,1.62,33.0,-2.0,CE,0.65,1.45,0.05,0.1,0.05,0.1,96205,36.56,36.56,22831.0,-2856.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,-0.055123,-0.059792,-1108.5499999999993,CE,0.65,1.45,0.05,0.1,0.05,0.1,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339016,NIFTY,2023-01-05,2023-01-05,PE,19200,1176.75,1250.0,1160.0,1221.0,1221.0,1221.0,7,4.2,4.2,21.0,-3.0,CE,0.95,1.4,0.05,0.1,0.05,0.1,179780,54.83,54.83,56639.0,-43894.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,-0.060345,-0.065014,-1208.5499999999993,CE,0.95,1.4,0.05,0.1,0.05,0.1,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339017,NIFTY,2023-01-05,2023-01-05,PE,19400,1340.0,1510.1,1340.0,1487.0,1487.0,1487.0,13,9.53,9.53,11.0,-2.0,CE,0.85,1.15,0.05,0.1,0.05,0.1,43640,13.09,13.09,20887.0,-4190.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,-0.070707,-0.075376,-1408.5499999999993,CE,0.85,1.15,0.05,0.1,0.05,0.1,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339018,NIFTY,2023-01-05,2023-01-05,PE,19500,1451.0,1598.1,1451.0,1504.2,1504.4,1504.2,41,31.35,31.35,35.0,-9.0,CE,0.55,1.1,0.05,0.1,0.05,0.1,111542,30.12,30.12,31606.0,-13893.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,-0.075849,-0.080518,-1508.5499999999993,CE,0.55,1.1,0.05,0.1,0.05,0.1,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339019,NIFTY,2023-01-05,2023-01-05,PE,19600,1520.0,1625.45,1520.0,1625.45,1625.45,1625.45,10,7.91,7.91,9.0,-1.0,CE,0.9,1.0,0.05,0.05,0.05,0.05,21006,5.78,5.78,7763.0,-261.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,-0.080964,-0.085633,-1608.5499999999993,CE,0.9,1.0,0.05,0.05,0.05,0.05,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339020,NIFTY,2023-01-05,2023-01-05,PE,20000,2079.65,2079.65,2056.8,2056.8,2056.8,2056.8,3,3.1,3.1,14.0,-1.0,CE,0.65,1.0,0.05,0.1,0.05,0.1,79811,18.76,18.76,15411.0,-19662.0,18075.65,17991.45,18101.95,18120.3,17892.6,17992.15,-0.101167,-0.105836,-2008.5499999999995,CE,0.65,1.0,0.05,0.1,0.05,0.1,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339021,NIFTY,2023-01-05,2023-01-12,PE,16500,2.5,3.9,1.25,1.6,1.35,1.6,157599,192.27,192.27,69241.0,61116.0,CE,1580.0,1599.3,1440.35,1476.0,1476.0,1476.0,88,66.05,66.05,106.0,52.0,18112.75,18017.4,18101.95,18120.3,17892.6,17992.15,0.093256,0.087978,1517.4000000000017,PE,2.5,3.9,1.25,1.6,1.35,1.6,7,0.0731254546998088,0.262456980135255,2.438707689403366,2.402361346859625,-0.007359614551686,3.10964e-05,-0.9539,0.5081,-2.57371655077276,-0.0018639852,-1.2749,11.3422
339022,NIFTY,2023-01-05,2023-01-12,PE,16800,3.5,4.35,1.55,2.0,1.8,2.0,33141,45.57,45.57,13379.0,10093.0,CE,1210.0,1210.0,1208.0,1209.1,1208.0,1209.1,30,18.14,18.14,32.0,30.0,18112.75,18017.4,18101.95,18120.3,17892.6,17992.15,0.075237,0.069959,1217.4000000000017,PE,3.5,4.35,1.55,2.0,1.8,2.0,7,0.0731254546998088,0.2205869567180676,2.3054118043851,2.2748638300640343,-0.0105569449971435,5.07581e-05,-1.0999,0.6971,-3.686194129421789,-0.0028810818,-1.6561,16.5729
339023,NIFTY,2023-01-05,2023-01-12,PE,16900,3.5,4.9,1.75,2.3,2.0,2.3,26294,42.86,42.86,8681.0,5940.0,CE,1045.0,1090.0,1045.0,1090.0,1090.0,1090.0,16,8.38,8.38,16.0,16.0,18112.75,18017.4,18101.95,18120.3,17892.6,17992.15,0.069302,0.064024,1117.4000000000017,PE,3.5,4.9,1.75,2.3,2.0,2.3,7,0.0731254546998088,0.2080151013546739,2.236933464082067,2.2081265025594146,-0.0126276230303605,6.28832e-05,-1.2117,0.8144,-4.4074508552866,-0.0034646011,-1.878,19.3375
